customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCategory,ChargeCategory,ContractSegment,EstimatedCLV,NumServices,SeniorLabel,HasFamily,RevenueLostIfChurned,CohortMonth,RiskScore,CustomerSegment
CUST-01070,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,76.39,1307.44,0,13-24 mo,High ($65-$95),Mid-Term,1375.02,6,Non-Senior,0,0.0,2021-08,2,Loyal
CUST-01071,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.72,33.86,1,0-12 mo,Low (<$35),Short-Term,59.44,2,Non-Senior,1,29.72,2022-12,5,Medium Risk
CUST-01072,Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),106.41,6391.25,0,49-60 mo,Premium (>$95),Long-Term,6491.01,5,Non-Senior,1,0.0,2018-01,2,Loyal
CUST-01073,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.07,2490.68,0,25-48 mo,Premium (>$95),Mid-Term,2593.89,5,Non-Senior,0,0.0,2020-11,4,Medium Risk
CUST-01074,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.37,647.79,0,25-48 mo,Low (<$35),Short-Term,685.62,1,Non-Senior,1,0.0,2020-12,3,Loyal
CUST-01075,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.85,531.84,1,25-48 mo,Low (<$35),Short-Term,535.95,0,Non-Senior,0,19.85,2020-11,4,Medium Risk
CUST-01076,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.16,1509.33,0,25-48 mo,Medium ($35-$65),Short-Term,1564.1599999999999,4,Non-Senior,1,0.0,2020-12,5,Medium Risk
CUST-01077,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.36,518.43,1,0-12 mo,Medium ($35-$65),Short-Term,583.6,3,Non-Senior,1,58.36,2022-04,6,High Risk
CUST-01078,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),95.2,2093.97,0,13-24 mo,Premium (>$95),Short-Term,2189.6,4,Non-Senior,0,0.0,2021-03,5,Medium Risk
CUST-01079,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.93,174.46,0,0-12 mo,High ($65-$95),Short-Term,284.79,5,Non-Senior,0,0.0,2022-11,8,High Risk
CUST-01080,Male,1,No,No,67,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,72.02,4842.23,0,61-72 mo,High ($65-$95),Long-Term,4897.36,5,Senior,0,0.0,2017-07,2,Loyal
CUST-01081,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.45,1522.97,0,13-24 mo,High ($65-$95),Short-Term,1609.0,5,Non-Senior,1,0.0,2021-06,5,Medium Risk
CUST-01082,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.92,2811.18,0,25-48 mo,Premium (>$95),Short-Term,2926.68,6,Non-Senior,1,0.0,2020-09,6,High Risk
CUST-01083,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.63,183.56,0,0-12 mo,Low (<$35),Short-Term,207.41,2,Non-Senior,0,0.0,2022-07,6,High Risk
CUST-01084,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),93.14,6434.85,0,61-72 mo,High ($65-$95),Long-Term,6519.8,3,Non-Senior,0,0.0,2017-05,3,Loyal
CUST-01085,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.89,150.62,1,0-12 mo,Low (<$35),Short-Term,167.34,1,Non-Senior,1,27.89,2022-08,5,Medium Risk
CUST-01086,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.22,1127.95,1,13-24 mo,High ($65-$95),Short-Term,1221.08,7,Non-Senior,1,87.22,2021-12,4,Medium Risk
CUST-01087,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.92,660.51,1,0-12 mo,High ($65-$95),Short-Term,725.12,4,Non-Senior,1,65.92,2022-03,9,High Risk
CUST-01088,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.22,2240.91,1,25-48 mo,High ($65-$95),Short-Term,2330.16,6,Non-Senior,0,83.22,2020-10,5,Medium Risk
CUST-01089,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.63,36.89,0,0-12 mo,Low (<$35),Short-Term,61.26,1,Non-Senior,0,0.0,2022-12,6,High Risk
CUST-01090,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.51,440.96,0,13-24 mo,Low (<$35),Mid-Term,465.69000000000005,1,Non-Senior,0,0.0,2021-07,0,Loyal
CUST-01091,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,81.99,2148.37,1,25-48 mo,High ($65-$95),Short-Term,2213.73,3,Senior,1,81.99,2020-11,6,High Risk
CUST-01092,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.34,1998.46,0,25-48 mo,High ($65-$95),Short-Term,2068.86,5,Non-Senior,1,0.0,2020-09,6,High Risk
CUST-01093,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.96,1736.04,1,13-24 mo,Premium (>$95),Short-Term,1823.2399999999998,4,Non-Senior,1,95.96,2021-07,6,High Risk
CUST-01094,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.8,1443.9,0,49-60 mo,Low (<$35),Long-Term,1468.8,2,Non-Senior,1,0.0,2018-11,0,Loyal
CUST-01095,Female,0,No,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.59,564.62,1,13-24 mo,Low (<$35),Short-Term,606.98,1,Non-Senior,0,27.59,2021-04,3,Loyal
CUST-01096,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,94.4,2731.65,0,25-48 mo,High ($65-$95),Long-Term,2832.0,5,Non-Senior,1,0.0,2020-08,3,Loyal
CUST-01097,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.28,919.0,0,0-12 mo,High ($65-$95),Short-Term,1004.64,3,Non-Senior,0,0.0,2022-01,8,High Risk
CUST-01098,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.52,626.84,1,0-12 mo,Premium (>$95),Short-Term,731.64,6,Senior,0,104.52,2022-07,7,High Risk
CUST-01099,Female,1,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,90.48,4163.54,0,25-48 mo,High ($65-$95),Long-Term,4252.56,3,Senior,1,0.0,2019-03,3,Loyal
CUST-01100,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.67,1653.0,1,13-24 mo,Premium (>$95),Short-Term,1740.06,4,Non-Senior,1,96.67,2021-08,7,High Risk
CUST-01101,Male,0,Yes,No,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.65,163.23,1,0-12 mo,Low (<$35),Short-Term,205.2,1,Non-Senior,1,25.65,2022-06,6,High Risk
CUST-01102,Female,1,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.1,256.55,1,0-12 mo,High ($65-$95),Short-Term,320.4,5,Senior,1,80.1,2022-10,9,High Risk
CUST-01103,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.91,472.96,0,13-24 mo,Low (<$35),Short-Term,502.38,1,Non-Senior,0,0.0,2021-08,3,Loyal
CUST-01104,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,63.88,1480.25,1,13-24 mo,Medium ($35-$65),Short-Term,1533.1200000000001,5,Senior,0,63.88,2021-02,6,High Risk
CUST-01105,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.74,2034.6,0,13-24 mo,High ($65-$95),Short-Term,2129.7599999999998,3,Non-Senior,1,0.0,2021-02,7,High Risk
CUST-01106,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,936.27,1,0-12 mo,High ($65-$95),Short-Term,1038.4,5,Non-Senior,1,94.4,2022-03,8,High Risk
CUST-01107,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.05,286.77,0,0-12 mo,Premium (>$95),Short-Term,380.2,5,Non-Senior,0,0.0,2022-10,7,High Risk
CUST-01108,Female,0,No,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.87,520.56,0,13-24 mo,Low (<$35),Mid-Term,567.53,1,Non-Senior,0,0.0,2021-07,0,Loyal
CUST-01109,Female,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.68,428.52,1,0-12 mo,High ($65-$95),Short-Term,480.76000000000005,4,Non-Senior,0,68.68,2022-07,9,High Risk
CUST-01110,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,107.18,2910.07,1,25-48 mo,Premium (>$95),Mid-Term,3001.04,5,Non-Senior,1,107.18,2020-10,4,Medium Risk
CUST-01111,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.47,1815.89,1,13-24 mo,High ($65-$95),Short-Term,1920.87,5,Non-Senior,1,91.47,2021-05,5,Medium Risk
CUST-01112,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.43,509.67,0,13-24 mo,Low (<$35),Mid-Term,528.6,2,Non-Senior,1,0.0,2021-06,0,Loyal
CUST-01113,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,104.84,3971.49,0,25-48 mo,Premium (>$95),Mid-Term,4088.76,5,Non-Senior,1,0.0,2019-11,3,Loyal
CUST-01114,Male,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,73.03,2703.96,0,25-48 mo,High ($65-$95),Mid-Term,2775.14,5,Non-Senior,1,0.0,2019-12,3,Loyal
CUST-01115,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.2,1144.47,0,25-48 mo,Low (<$35),Mid-Term,1169.6,2,Non-Senior,1,0.0,2019-07,0,Loyal
CUST-01116,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.35,189.95,1,0-12 mo,Low (<$35),Short-Term,198.45000000000002,1,Non-Senior,1,28.35,2022-07,5,Medium Risk
CUST-01117,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.8,855.84,1,0-12 mo,High ($65-$95),Short-Term,920.4,4,Non-Senior,0,70.8,2022-01,8,High Risk
CUST-01118,Male,1,Yes,No,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.64,1038.21,0,25-48 mo,Low (<$35),Mid-Term,1072.4,1,Senior,1,0.0,2020-03,0,Loyal
CUST-01119,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.06,3067.29,1,25-48 mo,Premium (>$95),Short-Term,3181.8,6,Senior,0,106.06,2020-08,6,High Risk
CUST-01120,Female,0,Yes,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.46,84.83,0,0-12 mo,Low (<$35),Short-Term,109.84,1,Non-Senior,1,0.0,2022-10,6,High Risk
CUST-01121,Female,0,No,No,12,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.41,1261.99,0,0-12 mo,Premium (>$95),Short-Term,1370.33,5,Non-Senior,0,0.0,2022-01,6,High Risk
CUST-01122,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.05,1430.84,0,13-24 mo,High ($65-$95),Short-Term,1513.05,4,Non-Senior,1,0.0,2021-05,6,High Risk
CUST-01123,Male,1,No,No,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.11,419.22,0,13-24 mo,Low (<$35),Mid-Term,436.65,1,Senior,0,0.0,2021-11,0,Loyal
CUST-01124,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.71,407.0,1,13-24 mo,Low (<$35),Short-Term,430.65000000000003,1,Non-Senior,1,28.71,2021-11,4,Medium Risk
CUST-01125,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.37,588.45,1,0-12 mo,Medium ($35-$65),Short-Term,643.7,3,Non-Senior,1,64.37,2022-04,8,High Risk
CUST-01126,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),90.06,4791.92,0,49-60 mo,High ($65-$95),Long-Term,4863.24,3,Non-Senior,1,0.0,2018-08,3,Loyal
CUST-01127,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.81,515.36,0,13-24 mo,Low (<$35),Short-Term,547.4399999999999,0,Non-Senior,1,0.0,2021-02,4,Medium Risk
CUST-01128,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.47,2707.74,1,25-48 mo,Premium (>$95),Short-Term,2820.22,5,Non-Senior,1,108.47,2020-12,6,High Risk
CUST-01129,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.07,1949.11,0,61-72 mo,Low (<$35),Long-Term,1976.76,1,Non-Senior,0,0.0,2017-07,1,Loyal
CUST-01130,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.46,2267.75,1,25-48 mo,High ($65-$95),Short-Term,2351.96,3,Senior,0,90.46,2020-12,5,Medium Risk
CUST-01131,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,94.19,6696.61,1,61-72 mo,High ($65-$95),Long-Term,6781.68,5,Senior,1,94.19,2017-03,3,Loyal
CUST-01132,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.48,238.61,1,0-12 mo,Low (<$35),Short-Term,267.84,1,Non-Senior,1,33.48,2022-06,5,Medium Risk
CUST-01133,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.7,1727.57,1,13-24 mo,High ($65-$95),Short-Term,1820.7,4,Non-Senior,1,86.7,2021-05,6,High Risk
CUST-01134,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.06,1846.38,1,13-24 mo,Premium (>$95),Short-Term,1941.2,5,Non-Senior,1,97.06,2021-06,5,Medium Risk
CUST-01135,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.93,510.69,1,0-12 mo,High ($65-$95),Short-Term,587.51,3,Non-Senior,0,83.93,2022-07,9,High Risk
CUST-01136,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,106.19,5414.69,0,49-60 mo,Premium (>$95),Long-Term,5521.88,6,Non-Senior,0,0.0,2018-10,2,Loyal
CUST-01137,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.92,2583.33,0,25-48 mo,High ($65-$95),Long-Term,2667.6,3,Non-Senior,1,0.0,2020-08,4,Medium Risk
CUST-01138,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.78,487.28,0,13-24 mo,Low (<$35),Mid-Term,508.48,1,Non-Senior,0,0.0,2021-10,1,Loyal
CUST-01139,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.94,392.93,1,0-12 mo,Medium ($35-$65),Short-Term,447.52,3,Non-Senior,1,55.94,2022-06,8,High Risk
CUST-01140,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.18,3609.43,0,25-48 mo,High ($65-$95),Long-Term,3688.28,5,Non-Senior,0,0.0,2019-04,3,Loyal
CUST-01141,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.58,1034.35,0,25-48 mo,Low (<$35),Mid-Term,1071.98,1,Non-Senior,1,0.0,2020-07,0,Loyal
CUST-01142,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.81,472.11,1,0-12 mo,High ($65-$95),Short-Term,537.6700000000001,5,Non-Senior,1,76.81,2022-07,7,High Risk
CUST-01143,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.83,1886.21,0,61-72 mo,Low (<$35),Long-Term,1911.4599999999998,1,Senior,0,0.0,2017-12,0,Loyal
CUST-01144,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,94.39,4249.53,0,25-48 mo,High ($65-$95),Long-Term,4341.94,4,Senior,1,0.0,2019-04,3,Loyal
CUST-01145,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,96.73,3189.07,1,25-48 mo,Premium (>$95),Mid-Term,3288.82,5,Senior,1,96.73,2020-04,3,Loyal
CUST-01146,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.08,2166.65,1,25-48 mo,High ($65-$95),Short-Term,2243.16,3,Non-Senior,1,83.08,2020-11,6,High Risk
CUST-01147,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,64.22,2831.54,0,25-48 mo,Medium ($35-$65),Long-Term,2889.9,3,Non-Senior,1,0.0,2019-05,3,Loyal
CUST-01148,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.07,188.28,1,0-12 mo,High ($65-$95),Short-Term,279.21,5,Non-Senior,0,93.07,2022-11,8,High Risk
CUST-01149,Male,1,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.59,1045.65,0,25-48 mo,Low (<$35),Mid-Term,1065.24,1,Senior,0,0.0,2020-02,0,Loyal
CUST-01150,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.35,535.88,0,13-24 mo,Low (<$35),Short-Term,560.0500000000001,2,Non-Senior,1,0.0,2021-03,3,Loyal
CUST-01151,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.55,744.36,0,25-48 mo,Low (<$35),Long-Term,768.3000000000001,2,Non-Senior,1,0.0,2020-12,1,Loyal
CUST-01152,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,110.82,2544.21,0,13-24 mo,Premium (>$95),Short-Term,2659.68,6,Non-Senior,0,0.0,2021-02,6,High Risk
CUST-01153,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.74,910.89,1,13-24 mo,Medium ($35-$65),Short-Term,971.0999999999999,3,Non-Senior,1,64.74,2021-11,6,High Risk
CUST-01154,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.69,1242.45,0,0-12 mo,Premium (>$95),Short-Term,1360.97,5,Non-Senior,0,0.0,2022-01,8,High Risk
CUST-01155,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.38,804.58,0,0-12 mo,High ($65-$95),Short-Term,913.8,5,Non-Senior,0,0.0,2022-04,8,High Risk
CUST-01156,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),76.78,4368.34,0,49-60 mo,High ($65-$95),Long-Term,4453.24,5,Non-Senior,1,0.0,2018-04,3,Loyal
CUST-01157,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.12,900.59,0,25-48 mo,Low (<$35),Long-Term,933.72,1,Non-Senior,0,0.0,2020-07,1,Loyal
CUST-01158,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.92,2003.94,1,13-24 mo,Premium (>$95),Short-Term,2098.32,4,Senior,0,99.92,2021-05,7,High Risk
CUST-01159,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.96,2400.72,0,25-48 mo,High ($65-$95),Short-Term,2490.8799999999997,3,Non-Senior,1,0.0,2020-10,7,High Risk
CUST-01160,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.27,1375.73,0,13-24 mo,High ($65-$95),Short-Term,1435.9399999999998,3,Non-Senior,1,0.0,2021-04,5,Medium Risk
CUST-01161,Female,0,No,No,22,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.4,1219.59,1,13-24 mo,Medium ($35-$65),Short-Term,1274.2,2,Non-Senior,0,55.4,2021-03,5,Medium Risk
CUST-01162,Male,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.5,510.43,0,25-48 mo,Low (<$35),Long-Term,536.5,0,Senior,1,0.0,2020-09,0,Loyal
CUST-01163,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.75,908.39,1,25-48 mo,Low (<$35),Mid-Term,922.5,2,Non-Senior,1,30.75,2020-08,0,Loyal
CUST-01164,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.27,2017.07,0,25-48 mo,High ($65-$95),Short-Term,2095.83,3,Senior,0,0.0,2020-09,6,High Risk
CUST-01165,Male,0,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.5,968.56,1,25-48 mo,Low (<$35),Short-Term,1005.0,1,Non-Senior,1,33.5,2020-08,3,Loyal
CUST-01166,Female,1,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),80.41,3229.06,0,25-48 mo,High ($65-$95),Mid-Term,3296.81,6,Senior,1,0.0,2019-09,2,Loyal
CUST-01167,Male,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.41,481.51,0,13-24 mo,Low (<$35),Short-Term,511.38,1,Senior,1,0.0,2021-08,3,Loyal
CUST-01168,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.22,1209.96,0,13-24 mo,High ($65-$95),Short-Term,1291.08,4,Non-Senior,1,0.0,2021-12,4,Medium Risk
CUST-01169,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.06,130.08,1,0-12 mo,Low (<$35),Short-Term,150.29999999999998,1,Non-Senior,0,30.06,2022-09,6,High Risk
CUST-01170,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.71,542.78,1,0-12 mo,High ($65-$95),Short-Term,648.9699999999999,5,Non-Senior,0,92.71,2022-07,9,High Risk
CUST-01171,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.21,1230.4,1,13-24 mo,High ($65-$95),Short-Term,1318.9399999999998,4,Non-Senior,1,94.21,2021-12,6,High Risk
CUST-01172,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,71.41,4929.78,0,61-72 mo,High ($65-$95),Long-Term,4998.7,4,Non-Senior,1,0.0,2017-05,3,Loyal
CUST-01173,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.43,1825.08,1,13-24 mo,Premium (>$95),Short-Term,1933.7400000000002,7,Non-Senior,1,107.43,2021-08,6,High Risk
