customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01071,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.72,33.86,Yes
CUST-01072,Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),106.41,6391.25,No
CUST-01073,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.07,2490.68,No
CUST-01074,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.37,647.79,No
CUST-01075,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.85,531.84,Yes
CUST-01076,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.16,1509.33,No
CUST-01077,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.36,518.43,Yes
CUST-01078,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),95.2,2093.97,No
CUST-01079,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.93,174.46,No
CUST-01080,Male,1,No,No,67,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,72.02,4842.23,No
CUST-01081,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.45,1522.97,No
CUST-01082,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.92,2811.18,No
CUST-01083,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.63,183.56,No
CUST-01084,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),93.14,6434.85,No
CUST-01085,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.89,150.62,Yes
CUST-01086,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.22,1127.95,Yes
CUST-01087,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.92,660.51,Yes
CUST-01088,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.22,2240.91,Yes
CUST-01089,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.63,36.89,No
CUST-01090,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.51,440.96,No
CUST-01091,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,81.99,2148.37,Yes
CUST-01092,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.34,1998.46,No
CUST-01093,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.96,1736.04,Yes
CUST-01094,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.8,1443.9,No
CUST-01095,Female,0,No,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.59,564.62,Yes
CUST-01096,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,94.4,2731.65,No
CUST-01097,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.28,919.0,No
CUST-01098,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.52,626.84,Yes
CUST-01099,Female,1,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,90.48,4163.54,No
CUST-01100,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.67,1653.0,Yes
CUST-01101,Male,0,Yes,No,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.65,163.23,Yes
CUST-01102,Female,1,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.1,256.55,Yes
CUST-01103,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.91,472.96,No
CUST-01104,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,63.88,1480.25,Yes
CUST-01105,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.74,2034.6,No
CUST-01106,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,936.27,Yes
CUST-01107,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.05,286.77,No
CUST-01108,Female,0,No,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.87,520.56,No
CUST-01109,Female,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.68,428.52,Yes
CUST-01110,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,107.18,2910.07,Yes
CUST-01111,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.47,1815.89,Yes
CUST-01112,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.43,509.67,No
CUST-01113,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,104.84,3971.49,No
CUST-01114,Male,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,73.03,2703.96,No
CUST-01115,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.2,1144.47,No
CUST-01116,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.35,189.95,Yes
CUST-01117,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.8,855.84,Yes
CUST-01118,Male,1,Yes,No,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.64,1038.21,No
CUST-01119,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.06,3067.29,Yes
CUST-01120,Female,0,Yes,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.46,84.83,No
CUST-01121,Female,0,No,No,12,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.41,1261.99,No
CUST-01122,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.05,1430.84,No
CUST-01123,Male,1,No,No,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.11,419.22,No
CUST-01124,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.71,407.0,Yes
CUST-01125,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.37,588.45,Yes
CUST-01126,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),90.06,4791.92,No
CUST-01127,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.81,515.36,No
CUST-01128,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.47,2707.74,Yes
CUST-01129,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.07,1949.11,No
CUST-01130,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.46,2267.75,Yes
CUST-01131,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,94.19,6696.61,Yes
CUST-01132,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.48,238.61,Yes
CUST-01133,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.7,1727.57,Yes
CUST-01134,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.06,1846.38,Yes
CUST-01135,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.93,510.69,Yes
CUST-01136,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,106.19,5414.69,No
CUST-01137,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.92,2583.33,No
CUST-01138,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.78,487.28,No
CUST-01139,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.94,392.93,Yes
CUST-01140,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.18,3609.43,No
CUST-01141,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.58,1034.35,No
CUST-01142,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.81,472.11,Yes
CUST-01143,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.83,1886.21,No
CUST-01144,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,94.39,4249.53,No
CUST-01145,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,96.73,3189.07,Yes
CUST-01146,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.08,2166.65,Yes
CUST-01147,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,64.22,2831.54,No
CUST-01148,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.07,188.28,Yes
CUST-01149,Male,1,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.59,1045.65,No
CUST-01150,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.35,535.88,No
CUST-01151,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.55,744.36,No
CUST-01152,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,110.82,2544.21,No
CUST-01153,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.74,910.89,Yes
CUST-01154,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.69,1242.45,No
CUST-01155,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.38,804.58,No
CUST-01156,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),76.78,4368.34,No
CUST-01157,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.12,900.59,No
CUST-01158,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.92,2003.94,Yes
CUST-01159,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.96,2400.72,No
CUST-01160,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.27,1375.73,No
CUST-01161,Female,0,No,No,22,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.4,1219.59,Yes
CUST-01162,Male,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.5,510.43,No
CUST-01163,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.75,908.39,Yes
CUST-01164,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.27,2017.07,No
CUST-01165,Male,0,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.5,968.56,Yes
CUST-01166,Female,1,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),80.41,3229.06,No
CUST-01167,Male,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.41,481.51,No
CUST-01168,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.22,1209.96,No
CUST-01169,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.06,130.08,Yes
CUST-01170,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.71,542.78,Yes
CUST-01171,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.21,1230.4,Yes
CUST-01172,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,71.41,4929.78,No
CUST-01173,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.43,1825.08,Yes
CUST-01174,Male,0,No,No,55,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,78.01,4270.73,No
CUST-01175,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.58,2548.04,Yes
CUST-01176,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,106.32,2125.78,No
CUST-01177,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.42,850.08,Yes
CUST-01178,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.13,576.32,Yes
CUST-01179,Male,0,Yes,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.87,605.3,No
CUST-01180,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.58,1281.33,No
CUST-01181,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,79.32,2777.68,Yes
CUST-01182,Female,1,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,53.76,3440.87,No
CUST-01183,Female,0,No,No,21,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.17,1450.88,Yes
CUST-01184,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.63,1301.73,Yes
CUST-01185,Female,0,No,No,27,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,88.62,2397.51,Yes
CUST-01186,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.67,1983.78,Yes
CUST-01187,Female,1,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,73.74,71.4,Yes
CUST-01188,Male,1,Yes,No,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,87.11,5325.25,No
CUST-01189,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.1,362.48,No
CUST-01190,Female,0,No,No,55,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,97.62,5376.7,No
CUST-01191,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.24,1669.28,Yes
CUST-01192,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.34,541.79,No
CUST-01193,Male,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.55,1028.96,No
CUST-01194,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.86,414.32,Yes
CUST-01195,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,108.1,3757.32,No
CUST-01196,Male,0,No,No,47,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.79,3559.71,No
CUST-01197,Female,1,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),119.0,2256.56,No
CUST-01198,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.73,3361.43,No
CUST-01199,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.1,2268.88,Yes
CUST-01200,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.87,712.22,Yes
CUST-01201,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),93.53,4595.3,No
CUST-01202,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.44,247.61,No
CUST-01203,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.09,2066.78,No
CUST-01204,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.3,253.22,No
CUST-01205,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.93,2242.21,No
CUST-01206,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,88.84,2565.68,No
CUST-01207,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.57,1201.16,Yes
CUST-01208,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.48,513.98,Yes
CUST-01209,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.21,1975.21,No
CUST-01210,Male,0,Yes,Yes,4,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.36,301.31,Yes
CUST-01211,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.62,5176.61,Yes
CUST-01212,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.98,1073.98,No
CUST-01213,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.74,2051.8,No
CUST-01214,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.75,238.86,No
CUST-01215,Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,67.28,1868.85,Yes
CUST-01216,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.26,1003.31,Yes
CUST-01217,Female,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,97.31,3026.89,No
CUST-01218,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.89,1967.83,Yes
CUST-01219,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.01,385.21,Yes
CUST-01220,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,78.34,2019.67,Yes
CUST-01221,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.53,3015.4,No
CUST-01222,Female,1,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.02,1934.75,Yes
CUST-01223,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,89.46,3035.64,No
CUST-01224,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.68,926.85,Yes
CUST-01225,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,115.52,2086.79,No
CUST-01226,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.02,2303.07,No
CUST-01227,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.34,390.85,No
CUST-01228,Female,0,No,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.38,1321.66,No
CUST-01229,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,117.63,6953.43,No
CUST-01230,Male,0,No,No,42,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,84.77,3572.31,No
CUST-01231,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.22,95.03,Yes
CUST-01232,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.57,241.16,No
CUST-01233,Male,1,Yes,Yes,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,102.08,3355.56,No
CUST-01234,Male,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.25,862.78,No
CUST-01235,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.45,2475.03,Yes
CUST-01236,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,119.0,3940.95,No
CUST-01237,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.14,144.73,Yes
CUST-01238,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.58,1201.55,Yes
CUST-01239,Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.5,438.57,No
CUST-01240,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),93.23,6609.48,No
CUST-01241,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.01,1462.66,No
CUST-01242,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.8, ,No
CUST-01243,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.12,695.71,Yes
CUST-01244,Male,1,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,61.53,2033.59,No
